date,nav,invested_pct,daily_log_ret,stopped_out,peak_nav,holdings
2026-08-12,9356.645973286875,100.0,0.0015350548142358,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-13,9389.067999369669,100.0,0.0034591436164406,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-14,9352.862817854097,100.0,-0.003863553537254,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-17,9378.267542580315,100.0,0.0027125688428578,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-18,9447.68835147238,100.0,0.0073750436832657,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-19,9610.163543334049,100.0,0.017051148184479,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-20,9543.24686130573,100.0,-0.0069874714612477,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-21,9628.700589794917,100.0,0.008914513730378,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-24,9688.987073036084,100.0,0.0062416040689181,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-25,9718.225962553315,100.0,0.0030132004617237,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
2026-08-26,9725.556469698004,100.0,0.0007540207279669,False,9990.0,"GILD, KO, CSX, JNJ, EW, UNP, AMGN, NYT, VRTX, INCY, BMY, IEX, PAYX, NDSN, CTAS, KRYS, KMI, CL"
